MTgenes,G2Mgenes,Sgenes,RMgenes
,,,AMEX60DD014001::MSTRG.11266
,,,AMEX60DD014004::MSTRG.11268
,,,AMEX60DD014016::MSTRG.11275
,,,AMEX60DD014017::MSTRG.11276
,,,AMEX60DD014019::MSTRG.11278
,,,MSTRG.11281
,,,AMEX60DD014031::MSTRG.11284
,,,AMEX60DD014038::MSTRG.11288
,,,AMEX60DD014044::MSTRG.11290
,,,AMEX60DD014042::MSTRG.11293
,,,AMEX60DD014050::MSTRG.11296
,,,AMEX60DD014052::MSTRG.11297
,,,AMEX60DD014058::MSTRG.11300
,,,AMEX60DD014061::MSTRG.11303
,,,AMEX60DD014084::MSTRG.11310
,,,AMEX60DD014101::MSTRG.11312
,,,AMEX60DD014107::MSTRG.11314
,,,AMEX60DD014109::MSTRG.11316
,,,AMEX60DD014117::MSTRG.11320
,,,AMEX60DD014119::MSTRG.11322
,,,MSTRG.11325
,,,AMEX60DD014134::MSTRG.11327
,,,AMEX60DD014144::MSTRG.11333
,,,MSTRG.11334
,,,MSTRG.11336
,,,AMEX60DD014145::MSTRG.11337
,,,AMEX60DD014146::MSTRG.11338
,,,MSTRG.11339
,,,MSTRG.11340
,,,AMEX60DD014153::MSTRG.11344
,,,AMEX60DD014154::MSTRG.11345
,,,AMEX60DD014161::MSTRG.11348
,,,RPL27A::AMEX60DD014168::MSTRG.11352
,,,AMEX60DD014176::MSTRG.11357
,,,AMEX60DD014177::MSTRG.11359
,,,AMEX60DD014178::MSTRG.11360
,,,AMEX60DD014179::MSTRG.11361
,,,AMEX60DD014219::MSTRG.11364
,,,AMEX60DD014216::MSTRG.11367
,,,AMEX60DD014228::MSTRG.11371
,,,AMEX60DD014230::MSTRG.11373
,,,AMEX60DD014233::MSTRG.11376
,,,AMEX60DD014241::MSTRG.11378
,,,MSTRG.11379
,,,AMEX60DD014250::MSTRG.11383
,,,AMEX60DD014251::MSTRG.11384
,,,MSTRG.11385
,,,AMEX60DD014264::MSTRG.11389
,,,AMEX60DD014266::MSTRG.11391
,,,MSTRG.11397
,,,AMEX60DD014283::MSTRG.11399
,,,MSTRG.11402
,,,MSTRG.11403
,,,AMEX60DD014301::MSTRG.11407
,,,MSTRG.11408
,,,MSTRG.11413
,,,AMEX60DD014314::MSTRG.11416
,,,AMEX60DD014317::MSTRG.11419
,,,AMEX60DD014318::MSTRG.11420
,,,AMEX60DD014319::MSTRG.11421
,,,AMEX60DD014324::MSTRG.11425
,,,AMEX60DD014340::MSTRG.11432
,,,AMEX60DD014341::MSTRG.11433
,,,MSTRG.11434
,,,AMEX60DD014348::MSTRG.11437
,,,AMEX60DD014352::MSTRG.11441
,,,MSTRG.11443
,,,AMEX60DD014354::MSTRG.11444
,,,AMEX60DD014362::MSTRG.11448
,,,AMEX60DD014366::MSTRG.11452
,,,MSTRG.11455
,,,MSTRG.11461
,,,AMEX60DD014410::MSTRG.11465
,,,AMEX60DD014413::MSTRG.11466
,,,AMEX60DD014414::MSTRG.11467
,,,AMEX60DD014415::MSTRG.11468
,,,AMEX60DD014433::MSTRG.11474
,,,AMEX60DD014457::MSTRG.11482
,,,AMEX60DD014458::MSTRG.11483
,,,MSTRG.11486
,,,AMEX60DD014470::MSTRG.11488
,,,MSTRG.11489
,,,AMEX60DD014475::MSTRG.11490
,,,AMEX60DD014477::MSTRG.11492
,,,AMEX60DD014478::MSTRG.11493
,,,MSTRG.11497
,,,AMEX60DD014501::MSTRG.11498
,,,AMEX60DD014508::MSTRG.11502
,,,AMEX60DD014509::MSTRG.11503
,,,AMEX60DD014510::MSTRG.11504
,,,AMEX60DD014521::MSTRG.11509
,,,MSTRG.11510
,,,AMEX60DD014528::MSTRG.11514
,,,AMEX60DD014529::MSTRG.11515
,,,AMEX60DD014532::MSTRG.11517
,,,AMEX60DD014533::MSTRG.11518
,,,AMEX60DD014535::MSTRG.11520
,,,AMEX60DD014543::MSTRG.11523
,,,AMEX60DD014550::MSTRG.11527
,,,MSTRG.11529
,,,AMEX60DD014576::MSTRG.11539
,,,RPL36::AMEX60DD014577::MSTRG.11540
,,,AMEX60DD014587::MSTRG.11546
,,,AMEX60DD014591::MSTRG.11548
,,,MSTRG.11549
,,,AMEX60DD014592::MSTRG.11550
,,,AMEX60DD014593::MSTRG.11551
,,,AMEX60DD014594::MSTRG.11552
,,,AMEX60DD014595::MSTRG.11553
,,,AMEX60DD014610::MSTRG.11556
,,,MSTRG.11557
,,,AMEX60DD014618::MSTRG.11563
,,,AMEX60DD014624::MSTRG.11570
,,,AMEX60DD014633::MSTRG.11574
,,,AMEX60DD014641::MSTRG.11580
,,,MSTRG.11582
,,,MSTRG.11583
,,,AMEX60DD014692::MSTRG.11593
,,,AMEX60DD014693::MSTRG.11594
,,,MSTRG.11595
,,,RPS28::AMEX60DD014694::MSTRG.11596
,,,MSTRG.11603
,,,AMEX60DD014716::MSTRG.11606
,,,AMEX60DD014715::MSTRG.11607
,,,AMEX60DD014730::MSTRG.11616
,,,AMEX60DD014731::MSTRG.11617
,,,AMEX60DD014743::MSTRG.11621
,,,AMEX60DD014746::MSTRG.11624
,,,MSTRG.11626
,,,MSTRG.11627
,,,AMEX60DD014749::MSTRG.11629
,,,AMEX60DD014750::MSTRG.11630
,,,AMEX60DD014758::MSTRG.11636
,,,AMEX60DD014765::MSTRG.11639
,,,MSTRG.11642
,,,AMEX60DD014776::MSTRG.11646
,,,MSTRG.11651
,,,RPS20::AMEX60DD014808::MSTRG.11656
,,,AMEX60DD014809::MSTRG.11657
,,,AMEX60DD014814::MSTRG.11658
,,,AMEX60DD014815::MSTRG.11659
,,,AMEX60DD014818::MSTRG.11661
,,,AMEX60DD014819::MSTRG.11662
,,,AMEX60DD014823::MSTRG.11665
,,,MSTRG.11673
,,,AMEX60DD014833::MSTRG.11674
,,,MSTRG.11677
,,,AMEX60DD014850::MSTRG.11684
,,,AMEX60DD014853::MSTRG.11686
,,,AMEX60DD014857::MSTRG.11688
,,,AMEX60DD014883::MSTRG.11694
,,,MSTRG.11695
,,,AMEX60DD014890::MSTRG.11698
,,,AMEX60DD014893::MSTRG.11700
,,,AMEX60DD014899::MSTRG.11705
,,,AMEX60DD014903::MSTRG.11708
,,,AMEX60DD014916::MSTRG.11713
,,,AMEX60DD014924::MSTRG.11718
,,,AMEX60DD014925::MSTRG.11719
,,,AMEX60DD014926::MSTRG.11720
,,,MSTRG.11721
,,,AMEX60DD014928::MSTRG.11723
,,,AMEX60DD014929::MSTRG.11724
,,,AMEX60DD014941::MSTRG.11733
,,,AMEX60DD014942::MSTRG.11734
,,,MSTRG.11736
,,,MSTRG.11742
,,,MSTRG.11745
,,,AMEX60DD014983::MSTRG.11751
,,,AMEX60DD014988::MSTRG.11755
,,,MSTRG.11757
,,,AMEX60DD014997::MSTRG.11764
,,,MSTRG.11765
,,,AMEX60DD015008::MSTRG.11769
,,,AMEX60DD015017::MSTRG.11776
,,,AMEX60DD015028::MSTRG.11782
,,,AMEX60DD015030::MSTRG.11783
,,,AMEX60DD015032::MSTRG.11785
,,,AMEX60DD015035::MSTRG.11787
,,,MSTRG.11788
,,,AMEX60DD015037::MSTRG.11790
,,,RPS27::AMEX60DD015050::MSTRG.11797
,,,AMEX60DD015064::MSTRG.11803
,,,AMEX60DD015080::MSTRG.11809
,,,MSTRG.11810
,,,AMEX60DD015084::MSTRG.11812
,,,AMEX60DD015087::MSTRG.11815
,,,AMEX60DD015093::MSTRG.11818
,,,MSTRG.11823
,,,MSTRG.11824
,,,RPS8::AMEX60DD015107::MSTRG.11826
,,,MSTRG.11832
,,,MSTRG.11835
,,,MSTRG.11837
,,,AMEX60DD015163::MSTRG.11839
,,,AMEX60DD015164::MSTRG.11840
,,,AMEX60DD015165::MSTRG.11841
,,,AMEX60DD015171::MSTRG.11842
,,,MSTRG.11847
,,,AMEX60DD015190::MSTRG.11850
,,,AMEX60DD015191::MSTRG.11851
,,,AMEX60DD015199::MSTRG.11855
,,,AMEX60DD015200::MSTRG.11856
,,,AMEX60DD015203::MSTRG.11859
,,,AMEX60DD015205::MSTRG.11861
,,,RTL1::AMEX60DD015207::MSTRG.11863
,,,AMEX60DD015211::MSTRG.11869
,,,AMEX60DD015212::MSTRG.11870
,,,AMEX60DD015215::MSTRG.11872
,,,AMEX60DD015222::MSTRG.11876
,,,AMEX60DD015223::MSTRG.11877
,,,AMEX60DD015236::MSTRG.11882
,,,AMEX60DD015246::MSTRG.11885
,,,AMEX60DD015247::MSTRG.11886
,,,AMEX60DD015253::MSTRG.11887
,,,AMEX60DD015283::MSTRG.11890
,,,AMEX60DD015286::MSTRG.11893
,,,RPS17::AMEX60DD015293::MSTRG.11895
,,,AMEX60DD015338::MSTRG.11898
,,,AMEX60DD015345::MSTRG.11899
,,,AMEX60DD015369::MSTRG.11903
,,,AMEX60DD015374::MSTRG.11907
,,,AMEX60DD015376::MSTRG.11909
,,,AMEX60DD015377::MSTRG.11910
,,,AMEX60DD015399::MSTRG.11916
,,,MSTRG.11928
,,,AMEX60DD015421::MSTRG.11929
,,,AMEX60DD015419::MSTRG.11931
,,,AMEX60DD015427::MSTRG.11933
,,,AMEX60DD015435::MSTRG.11936
,,,AMEX60DD015438::MSTRG.11937
,,,AMEX60DD015441::MSTRG.11942
,,,AMEX60DD015442::MSTRG.11943
,,,RPS15::AMEX60DD015444::MSTRG.11945
,,,AMEX60DD015448::MSTRG.11949
,,,AMEX60DD015472::MSTRG.11959
,,,AMEX60DD015479::MSTRG.11963
,,,AMEX60DD015480::MSTRG.11964
,,,AMEX60DD015492::MSTRG.11966
,,,AMEX60DD015498::MSTRG.11969
,,,AMEX60DD015500::MSTRG.11971
,,,AMEX60DD015504::MSTRG.11973
,,,AMEX60DD015505::MSTRG.11974
,,,AMEX60DD015508::MSTRG.11977
,,,AMEX60DD015509::MSTRG.11978
,,,AMEX60DD015510::MSTRG.11979
,,,AMEX60DD015511::MSTRG.11980
,,,AMEX60DD015514::MSTRG.11983
,,,AMEX60DD015529::MSTRG.11995
,,,AMEX60DD015534::MSTRG.11999
,,,AMEX60DD015535::MSTRG.12000
,,,AMEX60DD015540::MSTRG.12003
,,,MSTRG.12005
,,,AMEX60DD015544::MSTRG.12008
,,,AMEX60DD015554::MSTRG.12014
,,,AMEX60DD015556::MSTRG.12016
,,,AMEX60DD015568::MSTRG.12022
,,,AMEX60DD015573::MSTRG.12026
,,,AMEX60DD015575::MSTRG.12028
,,,AMEX60DD015579::MSTRG.12029
,,,MSTRG.12031
,,,AMEX60DD015619::MSTRG.12045
,,,AMEX60DD015621::MSTRG.12047
,,,AMEX60DD015629::MSTRG.12049
,,,AMEX60DD015648::MSTRG.12057
,,,AMEX60DD015651::MSTRG.12060
,,,AMEX60DD015660::MSTRG.12062
,,,AMEX60DD015662::MSTRG.12064
,,,AMEX60DD015663::MSTRG.12065
,,,AMEX60DD015677::MSTRG.12067
,,,AMEX60DD015679::MSTRG.12069
,,,AMEX60DD015684::MSTRG.12072
,,,AMEX60DD015685::MSTRG.12073
,,,AMEX60DD015686::MSTRG.12074
,,,AMEX60DD015687::MSTRG.12075
,,,MSTRG.12080
,,,MSTRG.12081
,,,MSTRG.12083
,,,AMEX60DD015704::MSTRG.12086
,,,AMEX60DD015730::MSTRG.12095
,,,AMEX60DD015734::MSTRG.12098
,,,AMEX60DD015735::MSTRG.12099
,,,AMEX60DD015738::MSTRG.12101
,,,AMEX60DD015739::MSTRG.12102
,,,AMEX60DD015741::MSTRG.12104
,,,AMEX60DD015742::MSTRG.12105
,,,AMEX60DD015753::MSTRG.12111
,,,AMEX60DD015754::MSTRG.12112
,,,MSTRG.12114
,,,AMEX60DD015786::MSTRG.12127
,,,AMEX60DD015787::MSTRG.12128
,,,AMEX60DD015788::MSTRG.12129
,,,MSTRG.12130
,,,AMEX60DD015790::MSTRG.12132
,,,AMEX60DD015791::MSTRG.12133
,,,MSTRG.12134
,,,AMEX60DD015804::MSTRG.12139
,,,AMEX60DD015808::MSTRG.12143
,,,AMEX60DD015809::MSTRG.12144
,,,AMEX60DD015811::MSTRG.12146
,,,AMEX60DD015820::MSTRG.12149
,,,AMEX60DD015821::MSTRG.12150
,,,AMEX60DD015829::MSTRG.12156
,,,AMEX60DD015831::MSTRG.12158
,,,AMEX60DD015834::MSTRG.12161
,,,AMEX60DD015835::MSTRG.12162
,,,AMEX60DD015845::MSTRG.12165
,,,AMEX60DD015864::MSTRG.12168
,,,AMEX60DD015877::MSTRG.12172
,,,AMEX60DD015878::MSTRG.12173
,,,AMEX60DD015879::MSTRG.12174
,,,AMEX60DD015883::MSTRG.12178
,,,MSTRG.12179
,,,AMEX60DD015884::MSTRG.12180
,,,AMEX60DD015885::MSTRG.12181
,,,RPL29::AMEX60DD015902::MSTRG.12183
,,,AMEX60DD015909::MSTRG.12185
,,,AMEX60DD015923::MSTRG.12188
,,,AMEX60DD015940::MSTRG.12194
,,,AMEX60DD015941::MSTRG.12195
,,,AMEX60DD015955::MSTRG.12201
,,,AMEX60DD015960::MSTRG.12206
,,,MSTRG.12207
,,,AMEX60DD015961::MSTRG.12208
,,,AMEX60DD015963::MSTRG.12210
,,,MSTRG.12212
,,,AMEX60DD015965::MSTRG.12213
,,,AMEX60DD015975::MSTRG.12218
,,,AMEX60DD015980::MSTRG.12221
,,,AMEX60DD015983::MSTRG.12223
,,,AMEX60DD015994::MSTRG.12226
,,,AMEX60DD016035::MSTRG.12231
,,,AMEX60DD016037::MSTRG.12232
,,,AMEX60DD016040::MSTRG.12234
,,,AMEX60DD016048::MSTRG.12238
,,,MSTRG.12241
,,,MSTRG.12242
,,,AMEX60DD016051::MSTRG.12243
,,,AMEX60DD016060::MSTRG.12245
,,,AMEX60DD016063::MSTRG.12246
,,,AMEX60DD016066::MSTRG.12247
,,,AMEX60DD016067::MSTRG.12248
,,,AMEX60DD016072::MSTRG.12249
,,,AMEX60DD016074::MSTRG.12251
,,,AMEX60DD016075::MSTRG.12252
,,,RPL18::AMEX60DD016086::MSTRG.12254
,,,AMEX60DD016088::MSTRG.12256
,,,AMEX60DD016089::MSTRG.12257
,,,AMEX60DD016091::MSTRG.12259
,,,MSTRG.12262
,,,MSTRG.12264
,,,MSTRG.12265
,,,MSTRG.12267
,,,MSTRG.12268
,,,AMEX60DD016111::MSTRG.12270
,,,MSTRG.12275
,,,AMEX60DD016130::MSTRG.12278
,,,AMEX60DD016121::MSTRG.12279
,,,AMEX60DD016131::MSTRG.12280
,,,MSTRG.12281
,,,MSTRG.12285
,,,AMEX60DD016156::MSTRG.12286
,,,AMEX60DD016166::MSTRG.12287
,,,AMEX60DD016185::MSTRG.12296
,,,MSTRG.12297
,,,MSTRG.12298
,,,AMEX60DD016186::MSTRG.12299
,,,MSTRG.12301
,,,AMEX60DD016211::MSTRG.12302
,,,MSTRG.12306
,,,AMEX60DD016233::MSTRG.12308
,,,AMEX60DD016234::MSTRG.12309
,,,AMEX60DD016236::MSTRG.12311
,,,AMEX60DD016238::MSTRG.12313
,,,AMEX60DD016240::MSTRG.12315
,,,AMEX60DD016247::MSTRG.12319
,,,AMEX60DD016264::MSTRG.12330
,,,AMEX60DD016276::MSTRG.12336
,,,AMEX60DD016298::MSTRG.12349
,,,AMEX60DD016308::MSTRG.12354
,,,AMEX60DD016309::MSTRG.12355
,,,AMEX60DD016346::MSTRG.12370
,,,AMEX60DD016357::MSTRG.12378
,,,AMEX60DD016359::MSTRG.12379
,,,RPS11::AMEX60DD016360::MSTRG.12380
,,,RPL13A::AMEX60DD016363::MSTRG.12381
,,,MSTRG.12382
,,,MSTRG.12384
,,,MSTRG.12385
,,,MSTRG.12386
,,,AMEX60DD016365::MSTRG.12387
,,,AMEX60DD016382::MSTRG.12389
,,,AMEX60DD016383::MSTRG.12390
,,,AMEX60DD016387::MSTRG.12392
,,,AMEX60DD016368::MSTRG.12396
,,,AMEX60DD016369::MSTRG.12397
,,,AMEX60DD016400::MSTRG.12401
,,,AMEX60DD016413::MSTRG.12405
,,,MSTRG.12412
,,,AMEX60DD016474::MSTRG.12418
,,,AMEX60DD016475::MSTRG.12419
,,,AMEX60DD016476::MSTRG.12420
,,,AMEX60DD016478::MSTRG.12422
,,,AMEX60DD016479::MSTRG.12423
,,,MSTRG.12424
,,,AMEX60DD016480::MSTRG.12425
,,,AMEX60DD016482::MSTRG.12426
,,,AMEX60DD016483::MSTRG.12427
,,,AMEX60DD016485::MSTRG.12428
,,,MSTRG.12430
,,,RPL28::AMEX60DD016499::MSTRG.12432
,,,MSTRG.12434
,,,AMEX60DD016512::MSTRG.12436
,,,AMEX60DD016531::MSTRG.12441
,,,MSTRG.12443
,,,AMEX60DD016543::MSTRG.12447
,,,RPL18::AMEX60DD016566::MSTRG.12451
,,,MSTRG.12454
,,,AMEX60DD016605::MSTRG.12460
,,,AMEX60DD016606::MSTRG.12461
,,,AMEX60DD016611::MSTRG.12464
,,,AMEX60DD016612::MSTRG.12465
,,,MSTRG.12466
,,,AMEX60DD016613::MSTRG.12467
,,,AMEX60DD016618::MSTRG.12470
,,,AMEX60DD016646::MSTRG.12481
,,,AMEX60DD016647::MSTRG.12482
,,,MSTRG.12484
,,,AMEX60DD016661::MSTRG.12485
,,,AMEX60DD016662::MSTRG.12486
,,,MSTRG.12489
,,,AMEX60DD016710::MSTRG.12496
,,,AMEX60DD016712::MSTRG.12498
,,,MSTRG.12499
,,,MSTRG.12500
,,,AMEX60DD016741::MSTRG.12504
,,,AMEX60DD016743::MSTRG.12506
,,,AMEX60DD016748::MSTRG.12508
,,,AMEX60DD016753::MSTRG.12512
,,,MSTRG.12513
,,,AMEX60DD016754::MSTRG.12514
,,,AMEX60DD016755::MSTRG.12515
,,,AMEX60DD016756::MSTRG.12516
,,,AMEX60DD016757::MSTRG.12517
,,,MSTRG.12518
,,,AMEX60DD016758::MSTRG.12519
,,,MSTRG.12520
,,,MSTRG.12521
,,,AMEX60DD016760::MSTRG.12523
,,,MSTRG.12526
,,,AMEX60DD016764::MSTRG.12527
,,,AMEX60DD016768::MSTRG.12530
,,,AMEX60DD016769::MSTRG.12531
,,,AMEX60DD016773::MSTRG.12533
,,,AMEX60DD016774::MSTRG.12534
,,,AMEX60DD016784::MSTRG.12537
,,,AMEX60DD016789::MSTRG.12541
,,,AMEX60DD016791::MSTRG.12544
,,,AMEX60DD016792::MSTRG.12545
,,,MSTRG.12547
,,,MSTRG.12548
,,,AMEX60DD016803::MSTRG.12549
,,,AMEX60DD016806::MSTRG.12552
,,,AMEX60DD016807::MSTRG.12553
,,,MSTRG.12554
,,,AMEX60DD016817::MSTRG.12558
,,,MSTRG.12560
,,,AMEX60DD016819::MSTRG.12561
,,,AMEX60DD016829::MSTRG.12563
,,,AMEX60DD016823::MSTRG.12564
,,,AMEX60DD016825::MSTRG.12566
,,,AMEX60DD016826::MSTRG.12567
,,,AMEX60DD016827::MSTRG.12568
,,,AMEX60DD016828::MSTRG.12569
,,,RPS12::AMEX60DD016832::MSTRG.12571
,,,AMEX60DD016848::MSTRG.12573
,,,AMEX60DD016849::MSTRG.12574
,,,AMEX60DD016850::MSTRG.12575
,,,MSTRG.12585
,,,AMEX60DD016869::MSTRG.12586
,,,MSTRG.12588
,,,AMEX60DD016888::MSTRG.12592
,,,AMEX60DD016889::MSTRG.12593
,,,AMEX60DD016898::MSTRG.12595
,,,AMEX60DD016899::MSTRG.12596
,,,AMEX60DD016901::MSTRG.12598
,,,AMEX60DD016908::MSTRG.12604
,,,AMEX60DD016913::MSTRG.12609
,,,AMEX60DD016914::MSTRG.12610
,,,AMEX60DD016915::MSTRG.12611
,,,AMEX60DD016917::MSTRG.12614
,,,AMEX60DD016937::MSTRG.12623
,,,AMEX60DD016941::MSTRG.12625
,,,AMEX60DD016958::MSTRG.12629
,,,AMEX60DD016961::MSTRG.12632
,,,MSTRG.12634
,,,AMEX60DD016963::MSTRG.12635
,,,MSTRG.12636
,,,AMEX60DD016964::MSTRG.12637
,,,MSTRG.12638
,,,AMEX60DD016965::MSTRG.12639
,,,MSTRG.12640
,,,AMEX60DD016971::MSTRG.12646
,,,MSTRG.12649
,,,AMEX60DD016982::MSTRG.12654
,,,AMEX60DD016984::MSTRG.12655
,,,MSTRG.12658
,,,AMEX60DD017005::MSTRG.12662
,,,AMEX60DD017007::MSTRG.12664
,,,AMEX60DD017008::MSTRG.12665
,,,RPL23A::AMEX60DD017009::MSTRG.12666
,,,AMEX60DD017012::MSTRG.12669
,,,AMEX60DD017018::MSTRG.12673
,,,AMEX60DD017020::MSTRG.12675
,,,AMEX60DD017025::MSTRG.12680
,,,AMEX60DD017026::MSTRG.12681
,,,AMEX60DD017027::MSTRG.12682
,,,AMEX60DD017033::MSTRG.12688
,,,AMEX60DD017038::MSTRG.12691
,,,AMEX60DD017053::MSTRG.12698
,,,AMEX60DD017054::MSTRG.12699
,,,AMEX60DD017056::MSTRG.12701
,,,AMEX60DD017058::MSTRG.12703
,,,AMEX60DD017061::MSTRG.12705
,,,AMEX60DD017063::MSTRG.12707
,,,AMEX60DD017094::MSTRG.12720
,,,AMEX60DD017095::MSTRG.12721
,,,AMEX60DD017098::MSTRG.12723
,,,AMEX60DD017109::MSTRG.12724
,,,AMEX60DD017111::MSTRG.12726
,,,AMEX60DD017112::MSTRG.12727
,,,AMEX60DD017116::MSTRG.12731
,,,AMEX60DD017122::MSTRG.12735
,,,AMEX60DD017123::MSTRG.12736
,,,AMEX60DD017124::MSTRG.12737
,,,AMEX60DD017125::MSTRG.12738
,,,MSTRG.12739
,,,AMEX60DD017126::MSTRG.12740
,,,MSTRG.12746
,,,AMEX60DD017166::MSTRG.12748
,,,MSTRG.12749
,,,AMEX60DD017167::MSTRG.12750
,,,AMEX60DD017168::MSTRG.12751
,,,AMEX60DD017169::MSTRG.12752
,,,AMEX60DD017170::MSTRG.12753
,,,AMEX60DD017172::MSTRG.12755
,,,AMEX60DD017183::MSTRG.12764
,,,AMEX60DD017190::MSTRG.12767
,,,AMEX60DD017191::MSTRG.12768
,,,MSTRG.12769
,,,MSTRG.12770
,,,AMEX60DD017194::MSTRG.12772
,,,RPL39P5::AMEX60DD017206::MSTRG.12775
,,,AMEX60DD017209::MSTRG.12778
,,,AMEX60DD017212::MSTRG.12781
,,,AMEX60DD017226::MSTRG.12785
,,,MSTRG.12789
,,,AMEX60DD017242::MSTRG.12790
,,,AMEX60DD017251::MSTRG.12794
,,,AMEX60DD017255::MSTRG.12798
,,,AMEX60DD017272::MSTRG.12802
,,,AMEX60DD017273::MSTRG.12803
,,,RPS9::AMEX60DD017274::MSTRG.12804
,,,MSTRG.12807
,,,MSTRG.12812
,,,AMEX60DD017293::MSTRG.12813
,,,AMEX60DD017299::MSTRG.12816
,,,AMEX60DD017303::MSTRG.12818
,,,AMEX60DD017304::MSTRG.12819
,,,MSTRG.12820
,,,RPL32::AMEX60DD017322::MSTRG.12826
,,,AMEX60DD017331::MSTRG.12832
,,,AMEX60DD017358::MSTRG.12838
,,,AMEX60DD017359::MSTRG.12839
,,,AMEX60DD017360::MSTRG.12840
,,,AMEX60DD017372::MSTRG.12842
,,,MSTRG.12846
,,,AMEX60DD017379::MSTRG.12847
,,,AMEX60DD017385::MSTRG.12850
,,,AMEX60DD017386::MSTRG.12851
,,,AMEX60DD017403::MSTRG.12859
,,,MSTRG.12860
,,,MSTRG.12861
,,,MSTRG.12863
,,,AMEX60DD017407::MSTRG.12865
,,,AMEX60DD017412::MSTRG.12867
,,,RTL1::AMEX60DD017413::MSTRG.12868
,,,AMEX60DD017421::MSTRG.12872
,,,AMEX60DD017433::MSTRG.12881
,,,AMEX60DD017446::MSTRG.12885
,,,AMEX60DD017447::MSTRG.12886
,,,AMEX60DD017448::MSTRG.12887
,,,AMEX60DD017450::MSTRG.12889
,,,AMEX60DD017451::MSTRG.12890
,,,MSTRG.12894
,,,L1TD1-LIKE::AMEX60DD017481::MSTRG.12898
,,,AMEX60DD017490::MSTRG.12902
,,,AMEX60DD017492::MSTRG.12904
,,,MSTRG.12906
,,,AMEX60DD017504::MSTRG.12913
,,,MSTRG.12918
,,,AMEX60DD017529::MSTRG.12924
,,,AMEX60DD017530::MSTRG.12925
,,,AMEX60DD017531::MSTRG.12926
,,,MSTRG.12930
,,,AMEX60DD017557::MSTRG.12931
,,,MSTRG.12932
,,,AMEX60DD017562::MSTRG.12933
,,,AMEX60DD017560::MSTRG.12934
,,,AMEX60DD017561::MSTRG.12935
,,,AMEX60DD017564::MSTRG.12937
,,,MSTRG.12940
,,,MSTRG.12942
,,,MSTRG.12943
,,,AMEX60DD017568::MSTRG.12944
,,,AMEX60DD017589::MSTRG.12952
,,,AMEX60DD017590::MSTRG.12953
,,,MSTRG.12955
,,,AMEX60DD017596::MSTRG.12959
,,,AMEX60DD017611::MSTRG.12962
,,,PEG10::AMEX60DD017614::MSTRG.12965
,,,AMEX60DD017617::MSTRG.12968
,,,AMEX60DD017622::MSTRG.12972
,,,MSTRG.12973
,,,AMEX60DD017661::MSTRG.12978
,,,AMEX60DD017670::MSTRG.12981
,,,AMEX60DD017679::MSTRG.12986
,,,MSTRG.12987
,,,MSTRG.12988
,,,MSTRG.12991
,,,AMEX60DD017738::MSTRG.13000
,,,AMEX60DD017767::MSTRG.13005
,,,AMEX60DD017774::MSTRG.13009
,,,AMEX60DD017786::MSTRG.13014
,,,MSTRG.13016
,,,MSTRG.13019
,,,MSTRG.13021
,,,AMEX60DD017802::MSTRG.13022
,,,AMEX60DD017803::MSTRG.13023
,,,AMEX60DD017805::MSTRG.13024
,,,MSTRG.13028
,,,AMEX60DD017814::MSTRG.13030
,,,AMEX60DD017831::MSTRG.13035
,,,AMEX60DD017832::MSTRG.13036
,,,MSTRG.13037
,,,MSTRG.13038
,,,MSTRG.13039
,,,AMEX60DD017835::MSTRG.13040
,,,AMEX60DD017838::MSTRG.13043
,,,AMEX60DD017842::MSTRG.13045
,,,AMEX60DD017843::MSTRG.13046
,,,AMEX60DD017848::MSTRG.13049
,,,MSTRG.13053
,,,MSTRG.13054
,,,MSTRG.13055
,,,MSTRG.13057
,,,AMEX60DD017854::MSTRG.13059
,,,AMEX60DD017855::MSTRG.13060
,,,AMEX60DD017856::MSTRG.13061
,,,AMEX60DD017857::MSTRG.13062
,,,MSTRG.13065
,,,MSTRG.13066
,,,MSTRG.13067
,,,AMEX60DD017878::MSTRG.13069
,,,AMEX60DD017880::MSTRG.13072
,,,AMEX60DD017886::MSTRG.13076
,,,MSTRG.13077
,,,RPS14::AMEX60DD017899::MSTRG.13078
,,,AMEX60DD017902::MSTRG.13080
,,,AMEX60DD017914::MSTRG.13090
,,,MSTRG.13092
,,,AMEX60DD017924::MSTRG.13094
,,,MSTRG.13095
,,,MSTRG.13096
,,,AMEX60DD017952::MSTRG.13101
,,,AMEX60DD017955::MSTRG.13102
,,,AMEX60DD017956::MSTRG.13103
,,,AMEX60DD017961::MSTRG.13105
,,,AMEX60DD017960::MSTRG.13106
,,,AMEX60DD017962::MSTRG.13107
,,,AMEX60DD017965::MSTRG.13108
,,,AMEX60DD017968::MSTRG.13109
,,,AMEX60DD017969::MSTRG.13110
,,,MSTRG.13111
,,,AMEX60DD017970::MSTRG.13112
,,,MSTRG.13116
,,,MSTRG.13117
,,,AMEX60DD017984::MSTRG.13123
,,,MSTRG.13124
,,,AMEX60DD017989::MSTRG.13126
,,,AMEX60DD017991::MSTRG.13128
,,,AMEX60DD017994::MSTRG.13130
,,,AMEX60DD017995::MSTRG.13131
,,,AMEX60DD017996::MSTRG.13132
,,,AMEX60DD017998::MSTRG.13134
,,,AMEX60DD018005::MSTRG.13140
,,,AMEX60DD018006::MSTRG.13141
,,,MSTRG.13142
,,,AMEX60DD018008::MSTRG.13143
,,,AMEX60DD018011::MSTRG.13145
